-1.94727,1.97461,-0.195312,0.318563,173.188,203.875,21.1309,177.062,203.5,115.5,115.5,174,174,14.6008,-1.80176,-0.796875,2,-0.25,1.68164,1.68164,0.754883,780.5,780.5,17928,17928,2387
-0.09375,0.025391,-0.236328,0.38025,206.875,243.062,20.8818,210.125,243.625,115,115,174,174,8.47046,6.08643,-0.171875,0.109375,0.515625,1.69238,1.69238,0.74707,740,740,17664,17664,1116
0.710938,0.806641,0.162109,0.433063,237.125,276.438,20.5918,237.625,276.75,116.5,115,170,174,7.25098,0.439453,-0.734375,0.796875,-0.25,1.30566,1.69629,0.739258,828.5,734,8176,8176,1805
0.115234,-0.009766,-0.050781,0.436,237.25,277.875,20.208,237,277.625,121,115,153,174,7.93213,-4.19678,0.03125,-0.703125,-0.640625,0.953125,1.69727,0.727539,828.5,731.5,48,48,2022
0.083984,0.185547,0.011719,0.431813,238.938,275.938,20.8193,238.25,274.25,115,115,174,174,10.2612,-0.318604,-0.75,-0.046875,-0.046875,1.69336,1.69336,0.745117,735.5,735.5,17368,17368,4207
-0.009766,0.011719,-0.076172,0.479,260.625,305.312,20.2705,260.812,305.875,115,115,174,174,3.98804,-1.06567,0.015625,-1.09375,-0.09375,1.69629,1.69629,0.729492,728,728,16792,16792,1180
-0.037109,-0.175781,0.001953,0.535375,291.75,340.812,19.9941,289.5,340.625,116.5,115,171,174,5.28442,-2.21924,0.25,0.140625,-0.375,1.33691,1.69824,0.72168,814,721.5,8648,8648,2152
-0.832031,-12.541,-0.28125,0.521875,281.312,331.125,19.333,277.5,328.625,121,115,155,174,9.03076,4.47144,-0.078125,-0.4375,-0.015625,0.930664,1.69922,0.702148,819.5,719.5,-8,-8,4034
-0.318359,-0.349609,-0.099609,0.254688,146.562,164.625,23.4531,149.125,160.75,114.5,114.5,168,168,27.2351,-1.99951,-1.64062,0.59375,-0.3125,1.25391,1.25391,0.821289,515.5,515.5,7776,7776,4944
0.337891,0.328125,-0.150391,0.308375,168.625,199.312,23.5049,180.75,198.375,114.5,114.5,174,174,0.692139,0.472412,0.421875,-0.625,0.21875,1.68262,1.68262,0.822266,759.5,759.5,20000,20000,-3615
-0.189453,-0.095703,0.023438,0.387875,226.5,250.688,23.4707,227.25,251.625,117,115,171,174,9.50317,-2.02148,-0.734375,1.0625,-0.6875,1.35254,1.67871,0.821289,835,740.5,10544,10544,2943
0.394531,-0.470703,-0.076172,0.396188,228.562,255.625,23.0332,229.938,257.375,121,115.5,156,174,9.11865,1.25244,0,-0.6875,-0.265625,0.96875,1.67969,0.808594,833,735.5,264,264,1937
-3.88867,-1.31836,0.041016,0.520438,321.625,339.625,25.9424,320.562,333.25,118.5,118.5,174,174,12.2937,-27.29,0.375,0.328125,-1.375,1.6582,1.6582,0.890625,729,729,20112,20112,6197
-0.142578,0,-0.009766,0.5305,318.375,344,24.2861,316.125,335.375,119,119,174,174,10.8984,-28.9709,-0.875,0.140625,-1.5,1.67676,1.67676,0.844727,723,723,19280,19280,7545
0.203125,-0.21875,-0.017578,0.551688,323.438,356.062,23.0859,320.562,349.625,120.5,119,171,174,7.78931,-31.6406,0.21875,0.484375,-1.78125,1.36914,1.67969,0.810547,812,718.5,10704,10704,5199
0.115234,0.017578,0.042969,0.539125,310.812,346.688,22.2178,307.312,341.125,124,118.5,158,174,6.93237,-32.8052,1.35938,1.375,-1.9375,0.935547,1.68066,0.786133,817,717,216,216,3956
-1.51562,0.589844,0.103516,0.48525,289.438,314.75,24.3389,289.5,314.75,116.5,116.5,174,174,7.60254,32.3877,0.578125,1.59375,1.82812,1.61231,1.61231,0.845703,707,707,17792,17792,3254
0.191406,0.216797,0.097656,0.538938,318.125,348.812,23.8242,318.125,349.375,117,117,174,174,3.16406,32.6953,0.625,1.32812,1.76562,1.61816,1.61816,0.831055,700.5,700.5,17328,17328,1595
-0.015625,-0.119141,-0.017578,0.582688,342.812,376.312,23.2588,339.812,373.25,119,117,172,174,8.17383,31.9263,1.42188,1.3125,1.34375,1.38477,1.62305,0.81543,808,697.5,11104,11104,4352
-0.140625,0.046875,-0.136719,0.55875,322.125,359.25,22.1973,318.375,356.375,122.5,117,159,174,7.18506,23.0933,0.140625,-2.3125,0.953125,0.93457,1.63184,0.785156,814.5,701.5,312,312,3897
0.027344,0.023438,0.046875,0.346875,222.25,228.688,28.9434,225.625,228,114,114,174,174,12.041,2.23023,0.53125,0.453125,0.21875,1.60059,1.60059,0.973633,724.5,724.5,21480,21480,2549
-0.576172,-2.97656,-0.044922,0.374688,237.812,246.125,27.8203,239,242.875,115.5,115.5,174,174,14.491,2.2522,0.609375,-0.8125,0.15625,1.61426,1.61426,0.942383,727,727,20936,20936,4625
-0.033203,-0.138672,-0.048828,0.375938,234.188,245.75,26.4053,233.625,239,118.5,116.5,171,174,18.3801,-0.933838,0.21875,0.8125,-0.515625,1.38477,1.64844,0.90332,836.5,742,12824,12824,6191
-0.158203,-0.892578,-0.144531,0.315938,188.875,205.438,24.998,191.062,200,122,117,158,174,22.478,0.274658,0.25,1.79688,-0.578125,0.991211,1.67383,0.864258,842,745,560,560,5274
-0.103516,-0.441406,-0.046875,0.46175,289.312,302.5,27.0518,290.438,302,117.5,117.5,174,174,8.83301,3.18603,0.21875,-0.40625,0.203125,1.63379,1.63379,0.921875,730.5,730.5,20512,20512,3712
0.015625,0.011719,-0.009766,0.499438,307.25,325.812,25.8643,307.125,324.5,118,118,174,174,8.25073,1.59302,-0.3125,0.125,0.09375,1.66113,1.66113,0.888672,731.5,731.5,20208,20208,4900
-0.589844,-1.48047,-0.083984,0.527063,318.875,342.25,24.6191,316.25,337.5,120.5,119,172,174,11.9092,0.977783,0.046875,-1.5,-0.234375,1.40234,1.67578,0.853516,815.5,724,12264,12264,6743
-0.412109,0.552734,0.078125,0.490563,288.875,316.688,23.1748,285.562,314.125,123.5,118.5,159,174,11.4258,-4.46045,0.1875,1.125,-0.578125,0.957031,1.67871,0.813477,822,725.5,464,464,5683
